Student_ID,Branch,Year,Gender,Attendance,Previous_CGPA,Internal_Marks,Assignment_Score,Study_Hours,LMS_Activity,Library_Visits,Lab_Usage,Certifications,Projects,Hackathons,Internships,Commute_Time,Backlogs,Final_CGPA,Academic_Status,Risk_Level
STU0174,Civil,4th Year,Female,78.69,6.97,73.63,88.91,4.23,40.28,6,49.87,3,4,0,0,23.3,0,6.73,Needs Attention,Low Risk
STU0175,ECE,2nd Year,Female,71.77,8.01,74.13,77.95,3.19,98.23,11,100.0,1,3,2,0,34.39,0,7.93,Good Standing,Low Risk
STU0176,CSE-AI,3rd Year,Female,78.36,6.83,79.65,75.68,5.22,79.04,6,88.43,2,6,1,2,59.24,0,7.35,Needs Attention,Low Risk
STU0177,EEE,4th Year,Male,84.7,7.64,53.52,62.32,3.49,51.14,4,94.9,2,2,0,1,50.55,1,6.87,Needs Attention,Medium Risk
STU0178,CSE,4th Year,Female,99.15,8.56,55.27,97.84,6.03,84.42,0,88.22,1,3,2,0,90.74,0,8.51,Good Standing,Low Risk
STU0179,Civil,4th Year,Female,90.12,7.47,66.66,56.99,3.51,77.55,5,60.05,1,2,0,0,45.16,1,7.19,Needs Attention,Medium Risk
STU0180,CSE,4th Year,Female,57.16,7.82,61.16,75.42,5.01,67.38,3,46.98,0,6,0,2,52.6,0,7.65,Good Standing,Low Risk
STU0181,CSE,3rd Year,Male,82.39,7.76,71.1,83.99,4.43,56.46,2,63.64,1,2,2,1,64.44,1,7.54,Good Standing,Medium Risk
STU0182,CSE,4th Year,Male,94.29,7.51,77.83,84.16,6.83,76.76,4,77.13,0,2,1,1,20.51,0,7.91,Good Standing,Low Risk
STU0183,ECE,4th Year,Male,66.62,7.44,88.67,60.14,5.11,69.97,5,65.65,1,1,1,1,64.02,0,7.11,Needs Attention,Low Risk
STU0184,Civil,2nd Year,Male,85.52,6.99,81.73,68.96,6.58,56.97,8,36.48,0,3,1,1,24.15,0,7.41,Needs Attention,Low Risk
STU0185,CSE,4th Year,Female,77.63,7.64,60.07,64.41,4.66,46.51,2,81.21,3,2,1,1,49.47,0,6.9,Needs Attention,Low Risk
STU0186,EEE,3rd Year,Female,91.5,7.25,67.5,50.23,4.24,54.39,4,46.03,3,2,1,1,58.25,1,6.94,Needs Attention,Medium Risk
STU0187,Mechanical,3rd Year,Male,84.04,8.89,64.24,75.56,4.44,59.95,9,63.66,3,3,1,0,6.71,0,7.76,Good Standing,Low Risk
STU0188,CSE,3rd Year,Male,71.16,8.23,59.8,65.39,3.34,86.6,2,96.16,1,3,2,1,34.32,0,7.74,Good Standing,Low Risk
STU0189,ECE,3rd Year,Female,77.99,6.19,57.07,92.07,5.3,81.77,5,70.74,0,3,0,0,39.67,0,6.89,Needs Attention,Medium Risk
STU0190,Civil,4th Year,Female,78.58,6.24,91.97,81.38,3.46,60.8,6,86.15,2,1,1,0,20.75,1,7.2,Needs Attention,High Risk
STU0191,ECE,4th Year,Male,78.77,7.38,72.13,74.5,4.67,61.42,6,75.2,2,3,0,1,46.91,0,7.01,Needs Attention,Low Risk
STU0192,CSE,3rd Year,Male,91.19,7.14,69.31,68.33,5.78,83.86,6,54.87,1,6,1,0,71.43,0,7.33,Needs Attention,Low Risk
STU0193,Civil,3rd Year,Male,71.57,7.34,77.81,75.38,6.88,72.28,5,80.94,2,3,0,3,23.44,1,7.71,Good Standing,Medium Risk
STU0194,Mechanical,4th Year,Male,90.03,8.09,78.4,70.93,4.74,72.05,5,69.05,1,1,0,1,62.26,0,7.63,Good Standing,Low Risk
STU0195,CSE,3rd Year,Female,76.98,7.78,85.43,74.83,5.79,56.75,5,47.71,6,1,1,1,49.75,0,7.48,Needs Attention,Low Risk
STU0196,ECE,2nd Year,Female,82.24,7.78,63.08,96.82,5.61,66.03,5,45.2,0,2,2,0,16.5,0,7.98,Good Standing,Low Risk
STU0197,CSE-AI,3rd Year,Female,80.72,8.8,76.83,61.22,3.93,68.07,2,75.75,0,1,0,0,33.4,0,7.57,Good Standing,Low Risk
STU0198,EEE,3rd Year,Male,79.78,6.25,61.07,71.98,7.66,66.54,2,100.0,1,1,2,0,45.57,1,6.62,Needs Attention,Medium Risk
STU0199,ECE,2nd Year,Male,79.86,7.59,69.72,82.48,3.64,79.75,7,53.86,3,0,0,2,69.47,1,7.08,Needs Attention,Medium Risk
STU0200,Civil,2nd Year,Female,94.57,6.98,72.68,69.2,4.64,80.25,4,55.65,1,1,1,2,55.33,0,7.51,Good Standing,Low Risk
STU0201,CSE,4th Year,Female,88.42,8.79,73.85,92.97,6.68,53.3,5,75.97,2,3,2,1,28.55,0,8.49,Good Standing,Low Risk
STU0202,EEE,4th Year,Female,76.37,5.51,73.32,82.14,6.64,60.0,2,50.29,3,2,2,1,48.01,1,6.73,Needs Attention,High Risk
STU0203,CSE,2nd Year,Female,95.83,5.55,81.62,65.37,4.52,57.0,4,100.0,1,3,2,2,5.0,2,6.2,Needs Attention,High Risk
STU0204,Civil,2nd Year,Male,82.75,7.77,64.84,76.45,5.99,90.22,6,57.01,2,3,0,0,57.15,0,7.83,Good Standing,Low Risk
STU0205,CSE,4th Year,Female,83.58,8.51,74.18,65.54,4.16,100.0,3,62.52,1,2,1,0,27.11,0,8.08,Good Standing,Low Risk
STU0206,CSE-AI,3rd Year,Female,71.63,8.2,62.89,64.44,3.77,60.58,6,57.93,2,1,2,0,21.89,0,7.02,Needs Attention,Low Risk
STU0207,EEE,2nd Year,Female,75.03,6.78,100.0,72.32,2.68,65.33,3,84.02,5,1,1,1,35.24,1,6.86,Needs Attention,Medium Risk
STU0208,EEE,4th Year,Female,73.11,8.86,61.05,89.17,5.59,81.48,9,100.0,0,2,0,0,18.48,0,8.03,Good Standing,Low Risk
STU0209,Civil,3rd Year,Female,80.86,6.39,63.59,82.95,5.74,56.68,0,59.45,2,0,0,1,37.36,1,6.55,Needs Attention,Medium Risk
STU0210,CSE-AI,2nd Year,Female,86.39,8.68,82.59,73.73,3.65,81.84,2,83.0,3,2,1,1,59.86,0,8.49,Good Standing,Low Risk
STU0211,ECE,3rd Year,Female,83.67,6.51,66.85,83.37,4.9,67.67,3,50.41,0,3,0,0,5.36,1,7.15,Needs Attention,Medium Risk
STU0212,CSE,4th Year,Male,95.88,7.18,82.6,77.22,8.48,40.1,9,84.39,1,3,0,0,39.6,1,7.46,Needs Attention,Low Risk
STU0213,Mechanical,2nd Year,Male,71.12,8.08,73.84,59.96,6.22,47.19,4,96.38,4,5,0,2,38.07,1,7.36,Needs Attention,Medium Risk
STU0214,CSE,3rd Year,Male,81.15,6.18,67.16,72.26,3.15,62.59,7,91.79,1,2,4,1,50.25,0,6.65,Needs Attention,Medium Risk
STU0215,CSE,2nd Year,Male,67.17,8.82,62.97,73.12,6.0,87.57,6,71.99,2,2,2,0,37.55,0,8.08,Good Standing,Low Risk
STU0216,ECE,3rd Year,Female,70.78,7.18,62.53,83.14,3.15,53.72,9,54.51,3,1,0,1,58.1,1,6.91,Needs Attention,High Risk
STU0217,CSE,4th Year,Male,92.65,7.62,67.29,67.2,1.0,59.45,4,70.01,1,1,0,0,65.53,0,6.99,Needs Attention,Low Risk
STU0218,CSE-AI,4th Year,Male,75.37,8.55,69.91,63.05,4.47,71.38,7,65.34,1,0,1,1,59.55,0,7.54,Good Standing,Low Risk
STU0219,CSE-AI,2nd Year,Female,71.97,6.79,62.02,73.45,6.84,41.3,3,63.3,1,3,2,1,27.82,0,6.36,Needs Attention,Medium Risk
STU0220,EEE,3rd Year,Female,58.7,8.45,70.69,66.25,6.6,72.78,5,73.1,1,5,0,1,75.91,0,7.37,Needs Attention,Low Risk
STU0221,Civil,2nd Year,Male,71.87,8.98,58.87,70.12,5.07,43.3,4,69.0,2,0,1,1,20.28,1,7.55,Good Standing,Low Risk
STU0222,Mechanical,2nd Year,Male,77.95,6.91,81.07,73.03,3.69,77.07,2,80.62,2,4,0,1,53.92,0,7.02,Needs Attention,Low Risk
STU0223,CSE,3rd Year,Female,66.43,8.73,83.37,69.4,5.23,55.06,1,80.72,0,3,2,2,61.81,0,7.34,Needs Attention,Low Risk
STU0224,CSE,3rd Year,Male,77.37,5.92,63.55,85.56,4.1,52.93,2,69.06,3,1,2,0,78.54,0,6.56,Needs Attention,Medium Risk
STU0225,ECE,3rd Year,Female,92.71,7.85,62.88,90.97,3.73,72.36,5,76.48,4,0,0,1,59.24,0,7.56,Good Standing,Low Risk
STU0226,Civil,4th Year,Female,72.93,6.39,74.14,84.35,6.09,80.7,5,89.82,2,5,0,1,27.46,2,6.81,Needs Attention,High Risk
STU0227,CSE-AI,2nd Year,Female,70.57,8.35,87.18,52.75,3.71,74.02,5,62.03,1,4,0,2,57.64,0,7.29,Needs Attention,Low Risk
STU0228,Mechanical,2nd Year,Female,68.76,8.27,89.84,66.3,6.19,71.32,8,70.24,0,2,3,1,38.7,0,7.48,Needs Attention,Low Risk
STU0229,EEE,4th Year,Male,68.58,9.37,55.17,71.86,3.61,71.55,6,54.57,1,3,1,0,60.98,1,7.45,Needs Attention,Low Risk
STU0230,CSE-AI,3rd Year,Female,85.36,8.78,84.08,51.84,7.59,74.12,3,77.2,5,2,0,0,44.61,0,8.34,Good Standing,Low Risk
STU0231,Civil,4th Year,Female,80.49,7.35,71.26,63.49,2.04,75.17,3,72.98,1,3,1,2,66.86,0,7.34,Needs Attention,Low Risk
STU0232,EEE,4th Year,Male,89.57,6.53,71.49,71.7,3.06,61.69,5,76.91,2,2,0,1,41.65,1,6.7,Needs Attention,Medium Risk
STU0233,ECE,4th Year,Female,100.0,8.01,78.06,68.61,4.27,78.47,3,55.17,2,2,2,0,58.05,0,7.89,Good Standing,Low Risk
STU0234,ECE,2nd Year,Male,61.7,7.45,66.23,74.1,1.52,55.23,2,81.48,1,3,1,0,30.02,0,6.62,Needs Attention,Medium Risk
STU0235,CSE,4th Year,Male,83.8,8.9,85.16,57.43,1.0,85.46,6,71.53,3,2,1,2,62.44,0,7.38,Needs Attention,Low Risk
STU0236,Civil,2nd Year,Male,68.81,5.55,89.09,68.48,1.54,80.52,6,85.44,3,1,0,0,5.0,0,6.33,Needs Attention,High Risk
STU0237,Mechanical,2nd Year,Female,87.89,9.47,89.54,75.82,4.06,100.0,6,63.43,3,2,0,0,53.85,0,9.05,Good Standing,Low Risk
STU0238,EEE,2nd Year,Male,77.28,7.98,49.87,74.12,4.1,76.22,6,80.24,2,1,3,1,47.78,0,7.21,Needs Attention,Low Risk
STU0239,CSE-AI,3rd Year,Male,80.27,6.77,69.24,79.36,5.0,82.55,7,76.68,5,1,1,2,43.88,1,7.3,Needs Attention,Medium Risk
STU0240,Civil,2nd Year,Female,67.17,8.16,48.78,78.66,4.2,43.03,2,92.87,2,1,1,1,5.0,0,7.25,Needs Attention,Low Risk
STU0241,Civil,2nd Year,Male,75.74,8.67,62.82,69.11,4.95,83.07,7,68.26,1,2,1,1,32.27,1,7.24,Needs Attention,Low Risk
STU0242,ECE,3rd Year,Male,80.9,7.6,43.23,75.44,3.82,86.82,4,61.68,0,2,0,3,62.85,1,6.7,Needs Attention,Medium Risk
STU0243,CSE,2nd Year,Male,93.56,5.91,77.4,64.4,5.57,92.08,5,62.59,1,1,1,1,26.02,0,7.33,Needs Attention,Low Risk
STU0244,CSE,4th Year,Male,72.05,7.24,74.63,70.76,5.39,69.93,5,53.38,2,2,2,0,14.76,1,7.16,Needs Attention,Medium Risk
STU0245,EEE,4th Year,Male,74.49,8.44,66.81,61.33,4.01,62.53,5,62.45,1,3,2,0,21.82,0,7.45,Needs Attention,Low Risk
STU0246,ECE,2nd Year,Female,89.44,7.95,62.51,86.79,5.3,50.57,4,34.89,3,3,1,3,62.6,0,7.93,Good Standing,Low Risk
STU0247,Civil,3rd Year,Male,71.41,7.36,75.77,70.72,4.21,52.03,4,90.53,0,0,0,3,49.44,1,6.53,Needs Attention,Medium Risk
STU0248,Mechanical,4th Year,Male,91.42,8.68,59.86,86.77,2.22,67.59,3,99.01,1,2,0,0,66.79,0,7.57,Good Standing,Low Risk
STU0249,ECE,3rd Year,Female,79.91,8.17,59.05,77.74,5.86,39.98,3,67.79,1,0,1,1,53.72,0,7.05,Needs Attention,Low Risk
STU0250,EEE,3rd Year,Female,83.03,8.23,57.57,63.37,3.14,55.71,7,76.57,1,2,0,3,25.56,0,6.89,Needs Attention,Low Risk
STU0251,EEE,4th Year,Female,83.68,7.13,69.55,77.01,5.84,69.43,5,72.46,2,1,0,0,74.05,0,7.21,Needs Attention,Low Risk
STU0252,ECE,3rd Year,Male,73.84,7.04,65.01,83.72,4.99,69.08,4,50.3,2,1,3,0,30.21,0,7.13,Needs Attention,Low Risk
STU0253,EEE,4th Year,Female,83.9,5.97,67.39,73.07,4.37,52.49,9,85.39,1,2,0,0,26.3,1,6.12,Needs Attention,High Risk
STU0254,ECE,3rd Year,Male,72.28,7.27,78.26,74.89,1.68,48.26,5,87.63,1,0,1,0,45.71,0,6.71,Needs Attention,Medium Risk
STU0255,CSE-AI,4th Year,Male,74.98,8.34,83.56,67.38,6.81,50.65,5,54.39,1,1,0,2,48.65,0,7.59,Good Standing,Low Risk
STU0256,ECE,2nd Year,Female,85.59,7.32,89.41,74.29,3.96,64.47,6,74.95,1,3,1,0,56.21,0,7.54,Good Standing,Low Risk
STU0257,ECE,4th Year,Female,82.93,7.9,72.72,76.85,5.45,100.0,6,66.06,1,2,1,2,35.07,0,8.32,Good Standing,Low Risk
STU0258,EEE,4th Year,Male,79.25,8.5,76.17,67.05,4.33,84.97,6,87.85,4,3,2,0,66.5,0,8.01,Good Standing,Low Risk
STU0259,EEE,4th Year,Female,67.41,7.84,74.27,61.05,4.09,71.43,4,68.76,0,2,0,1,29.4,0,7.23,Needs Attention,Low Risk
STU0260,CSE,4th Year,Male,69.91,7.92,51.91,89.46,4.79,76.86,3,69.16,1,3,2,1,21.39,1,7.78,Good Standing,Medium Risk
STU0261,CSE,3rd Year,Female,82.77,6.28,67.56,81.25,4.54,84.25,4,97.31,2,1,1,1,5.87,0,6.9,Needs Attention,Medium Risk
STU0262,CSE-AI,2nd Year,Female,87.32,7.21,67.62,67.43,4.1,78.81,5,50.72,2,0,0,2,36.92,1,7.19,Needs Attention,Medium Risk
STU0263,CSE,4th Year,Female,68.9,9.05,65.87,76.64,4.42,63.07,2,73.72,1,2,0,1,56.13,1,7.45,Needs Attention,Low Risk
STU0264,ECE,3rd Year,Male,71.6,7.59,71.51,56.26,5.14,54.47,6,71.33,3,2,1,1,53.97,2,6.95,Needs Attention,High Risk
STU0265,EEE,2nd Year,Female,81.34,9.21,69.37,50.28,5.25,66.0,0,60.95,1,2,1,2,46.64,0,7.67,Good Standing,Low Risk
STU0266,CSE,2nd Year,Male,81.13,6.85,60.16,87.01,4.57,84.07,9,100.0,3,2,1,0,32.43,0,7.15,Needs Attention,Low Risk
STU0267,CSE,2nd Year,Male,63.76,7.71,70.19,76.75,5.43,63.67,3,75.05,1,3,0,3,63.34,0,7.1,Needs Attention,Low Risk
STU0268,CSE-AI,2nd Year,Male,81.62,7.16,64.33,73.43,3.86,50.33,10,80.08,0,3,0,0,42.36,0,6.66,Needs Attention,Low Risk
STU0269,Civil,4th Year,Male,74.02,8.03,40.57,76.79,7.84,40.42,4,82.22,2,3,3,1,47.96,0,6.63,Needs Attention,Low Risk
STU0270,CSE-AI,4th Year,Female,96.41,8.31,55.24,100.0,6.73,66.06,4,65.19,4,2,0,1,19.77,0,8.36,Good Standing,Low Risk
STU0271,ECE,3rd Year,Male,82.49,8.04,73.07,84.43,5.64,51.59,7,88.63,5,2,3,1,7.36,0,7.74,Good Standing,Low Risk
STU0272,EEE,3rd Year,Male,84.21,8.44,85.1,61.45,1.59,61.02,5,85.61,2,2,1,0,56.39,0,7.55,Good Standing,Low Risk
STU0273,CSE-AI,3rd Year,Female,84.47,7.49,42.87,53.84,5.41,91.3,4,68.17,2,1,1,1,86.2,0,6.89,Needs Attention,Low Risk
STU0274,CSE,2nd Year,Male,67.86,7.33,61.56,86.65,4.0,67.14,10,84.07,0,2,2,1,48.86,2,6.3,Needs Attention,High Risk
STU0275,EEE,2nd Year,Female,99.44,5.92,77.18,84.27,3.03,55.99,5,88.6,0,1,0,0,56.5,3,6.24,Needs Attention,High Risk
STU0276,EEE,4th Year,Male,63.77,8.07,82.54,80.9,3.96,72.94,7,81.93,3,2,1,0,56.11,0,7.17,Needs Attention,Low Risk
STU0277,CSE,2nd Year,Female,87.96,7.65,66.96,64.25,3.2,98.74,3,57.47,3,1,0,3,42.21,0,7.4,Needs Attention,Low Risk
STU0278,CSE-AI,2nd Year,Male,86.19,7.44,63.81,78.36,5.26,66.07,4,68.61,2,4,0,0,12.93,1,7.79,Good Standing,Medium Risk
STU0279,CSE,2nd Year,Female,75.23,7.33,86.64,65.32,6.92,30.31,3,77.13,1,3,1,0,54.11,0,7.11,Needs Attention,Low Risk
STU0280,Civil,3rd Year,Male,86.66,7.47,81.55,81.95,5.74,78.4,2,73.78,3,5,0,3,68.42,1,7.56,Good Standing,Low Risk
STU0281,EEE,3rd Year,Male,76.82,7.29,82.3,85.79,8.64,73.54,3,58.82,2,2,1,0,50.71,0,7.74,Good Standing,Low Risk
STU0282,Mechanical,4th Year,Female,73.25,7.02,66.38,67.48,2.17,69.44,6,65.7,3,4,2,0,37.2,1,7.12,Needs Attention,High Risk
STU0283,Mechanical,2nd Year,Female,84.7,7.72,85.36,87.58,3.74,64.49,7,75.28,1,3,1,0,48.94,0,7.69,Good Standing,Low Risk
STU0284,ECE,2nd Year,Female,69.93,7.94,48.66,75.38,3.09,55.08,5,47.36,3,2,0,0,40.27,1,6.37,Needs Attention,Medium Risk
STU0285,CSE,4th Year,Female,77.76,6.81,85.57,79.9,6.34,92.24,3,70.29,4,0,1,1,65.12,1,6.94,Needs Attention,Medium Risk
STU0286,CSE,2nd Year,Male,74.06,7.14,71.2,58.28,4.17,38.59,3,80.45,2,1,1,0,45.47,1,6.38,Needs Attention,Medium Risk
STU0287,ECE,2nd Year,Male,76.64,7.32,73.55,76.79,4.78,63.06,7,74.24,1,0,2,1,54.68,0,7.33,Needs Attention,Low Risk
STU0288,ECE,3rd Year,Female,84.33,7.5,60.66,65.89,5.45,62.68,3,57.14,1,0,0,3,62.09,0,7.16,Needs Attention,Low Risk
STU0289,ECE,4th Year,Male,74.06,7.38,50.23,79.7,2.32,81.66,4,59.78,0,5,1,0,54.77,0,7.24,Needs Attention,Medium Risk
STU0290,EEE,4th Year,Female,78.08,8.09,73.29,91.61,3.57,87.77,7,92.3,3,2,0,1,42.92,0,8.08,Good Standing,Low Risk
STU0291,Civil,4th Year,Female,74.97,6.01,78.62,77.47,6.0,64.37,4,55.94,5,5,3,1,14.62,1,7.0,Needs Attention,High Risk
STU0292,CSE,4th Year,Male,94.44,6.17,80.43,63.19,3.68,71.09,2,87.79,3,0,1,2,49.72,2,5.92,At Risk,High Risk
STU0293,EEE,3rd Year,Male,83.43,7.67,79.14,81.52,1.93,72.45,3,60.68,0,1,0,1,58.54,0,7.72,Good Standing,Low Risk
STU0294,ECE,3rd Year,Male,82.2,6.96,76.42,78.82,3.15,84.85,2,86.95,0,3,1,0,12.93,0,6.99,Needs Attention,Low Risk
STU0295,CSE,2nd Year,Male,86.83,8.3,60.91,98.7,4.07,84.52,8,78.12,3,0,3,2,49.35,0,8.51,Good Standing,Low Risk
STU0296,EEE,2nd Year,Male,74.06,8.55,81.21,77.05,4.75,59.39,6,64.78,2,2,1,1,41.99,1,7.54,Good Standing,Low Risk
STU0297,Civil,2nd Year,Male,88.59,7.71,59.57,66.97,4.39,75.01,12,43.5,0,3,0,0,5.0,0,7.27,Needs Attention,Low Risk
STU0298,EEE,2nd Year,Male,83.46,6.54,85.28,83.25,3.58,74.13,4,75.98,1,3,0,0,47.82,0,7.14,Needs Attention,Low Risk
STU0299,Civil,3rd Year,Female,64.39,8.45,70.99,72.47,5.91,66.15,3,72.72,1,3,2,0,66.69,0,7.61,Good Standing,Low Risk
STU0300,ECE,4th Year,Female,65.72,7.68,71.39,74.96,4.31,73.98,1,76.21,3,3,1,2,42.33,0,7.01,Needs Attention,Low Risk
STU0301,Civil,3rd Year,Female,74.28,6.16,82.39,62.86,4.81,68.32,6,78.09,5,0,1,2,5.0,1,6.45,Needs Attention,High Risk
STU0302,CSE,2nd Year,Female,66.79,6.24,84.02,72.53,3.66,70.53,2,50.29,3,1,0,1,48.26,2,6.63,Needs Attention,High Risk
STU0303,ECE,3rd Year,Female,77.62,8.87,81.25,74.37,6.76,46.3,4,75.9,3,1,0,1,61.55,0,8.38,Good Standing,Low Risk
STU0304,CSE,4th Year,Male,69.86,8.72,62.15,72.46,3.91,53.31,4,81.14,1,0,0,2,26.46,0,7.07,Needs Attention,Low Risk
STU0305,Mechanical,4th Year,Female,79.02,5.23,81.15,66.91,4.61,81.08,5,80.96,1,2,0,0,37.48,2,6.28,Needs Attention,High Risk
STU0306,CSE-AI,3rd Year,Female,94.12,6.28,62.22,77.46,6.05,48.63,4,51.2,2,3,0,2,35.14,1,6.68,Needs Attention,Medium Risk
STU0307,Civil,3rd Year,Female,79.51,8.53,81.45,62.92,4.92,75.52,5,87.31,1,1,0,0,43.41,0,8.0,Good Standing,Low Risk
STU0308,CSE-AI,3rd Year,Female,76.97,7.48,54.9,60.09,4.88,66.7,7,76.43,2,2,0,0,34.58,0,6.74,Needs Attention,Low Risk
STU0309,CSE-AI,2nd Year,Female,83.88,8.13,70.88,82.51,1.54,84.49,6,78.33,2,0,0,1,65.53,1,7.57,Good Standing,Medium Risk
STU0310,Civil,3rd Year,Female,73.04,7.44,62.15,81.41,5.52,78.38,4,56.56,1,3,2,1,65.07,0,7.28,Needs Attention,Low Risk
STU0311,ECE,3rd Year,Female,88.43,8.09,82.44,58.31,4.58,60.75,5,81.36,5,2,0,0,30.36,1,7.56,Good Standing,Low Risk
STU0312,Mechanical,3rd Year,Male,84.95,7.51,85.38,52.05,5.31,64.43,3,44.14,1,1,1,0,65.52,0,7.33,Needs Attention,Low Risk
STU0313,CSE,4th Year,Male,80.39,7.11,74.39,61.9,4.77,36.23,1,57.28,1,3,1,1,11.56,1,7.18,Needs Attention,Medium Risk
STU0314,EEE,4th Year,Female,81.54,8.45,73.99,72.46,3.66,65.91,4,89.0,4,1,0,3,26.64,0,7.77,Good Standing,Low Risk
STU0315,CSE,2nd Year,Male,100.0,7.68,80.45,87.85,5.84,47.68,5,80.63,1,2,0,1,52.46,1,7.84,Good Standing,Low Risk
STU0316,EEE,2nd Year,Male,89.42,8.09,85.45,72.17,4.8,64.5,6,74.37,0,2,0,3,42.83,1,7.77,Good Standing,Low Risk
STU0317,CSE,4th Year,Male,100.0,7.64,72.45,64.77,2.57,57.79,4,84.16,1,1,1,3,43.86,0,7.36,Needs Attention,Low Risk
STU0318,Civil,4th Year,Male,85.32,7.06,66.0,75.78,6.46,53.97,5,85.2,3,3,1,1,48.07,1,7.45,Needs Attention,Medium Risk
STU0319,Mechanical,4th Year,Female,65.28,8.95,79.77,72.63,2.35,87.0,7,81.37,5,0,1,0,32.56,0,8.11,Good Standing,Low Risk
STU0320,EEE,3rd Year,Male,77.38,7.82,49.7,57.43,5.85,47.58,5,66.74,5,2,0,2,63.83,1,6.48,Needs Attention,Medium Risk
STU0321,ECE,3rd Year,Male,63.0,7.18,82.92,57.5,6.73,52.59,5,56.83,2,2,1,1,53.8,1,6.99,Needs Attention,Medium Risk
STU0322,CSE,4th Year,Male,85.28,8.65,63.48,57.82,2.84,56.83,9,60.05,4,3,1,0,39.46,1,7.83,Good Standing,Low Risk
STU0323,CSE,3rd Year,Female,87.45,6.31,69.12,100.0,4.32,60.3,3,91.16,1,1,1,3,58.0,0,6.92,Needs Attention,Medium Risk
STU0324,EEE,3rd Year,Female,71.14,9.51,82.99,84.32,4.18,53.97,5,50.87,3,2,2,1,49.54,0,8.51,Good Standing,Low Risk
STU0325,ECE,2nd Year,Female,73.44,7.34,67.01,66.88,4.24,62.25,3,77.36,3,1,0,0,36.97,0,6.29,Needs Attention,Low Risk
STU0326,ECE,4th Year,Female,81.49,6.36,79.77,87.3,7.25,72.83,5,77.39,2,4,4,0,36.2,0,7.26,Needs Attention,Low Risk
STU0327,Civil,4th Year,Female,68.02,9.22,85.67,67.18,2.86,78.72,4,92.02,2,2,0,1,20.66,0,8.7,Good Standing,Low Risk
STU0328,Civil,3rd Year,Female,67.27,7.08,73.32,86.9,4.04,77.94,3,77.34,1,3,2,0,30.33,2,7.12,Needs Attention,High Risk
STU0329,Civil,4th Year,Female,92.39,7.72,75.74,74.96,6.75,37.47,7,63.65,4,1,0,3,38.01,0,7.73,Good Standing,Low Risk
STU0330,Civil,2nd Year,Male,81.15,8.15,70.57,66.09,4.02,74.08,5,63.89,3,1,1,0,42.86,0,8.03,Good Standing,Low Risk
STU0331,Civil,2nd Year,Male,74.42,8.57,73.39,82.16,3.1,75.07,3,69.91,1,5,0,3,24.95,0,7.7,Good Standing,Low Risk
STU0332,Civil,2nd Year,Male,63.08,7.77,58.6,75.65,4.89,57.4,3,86.99,2,2,3,0,42.08,1,7.17,Needs Attention,Medium Risk
STU0333,Mechanical,4th Year,Female,88.52,6.92,68.48,78.78,5.71,94.68,6,82.1,1,2,0,1,31.59,0,7.32,Needs Attention,Low Risk
STU0334,ECE,4th Year,Female,73.15,7.7,56.54,76.59,3.91,85.4,7,53.71,1,1,1,3,28.51,0,7.22,Needs Attention,Low Risk
STU0335,Civil,4th Year,Female,98.61,7.12,61.21,76.46,5.33,65.07,7,74.18,0,2,0,0,50.67,0,6.91,Needs Attention,Low Risk
STU0336,ECE,4th Year,Female,88.59,7.72,47.96,83.61,2.44,58.46,4,82.38,2,2,2,0,44.45,0,7.0,Needs Attention,Low Risk
STU0337,ECE,4th Year,Female,71.92,8.97,75.17,100.0,2.52,94.42,4,66.44,1,1,0,1,38.93,0,8.53,Good Standing,Low Risk
STU0338,CSE-AI,2nd Year,Male,72.85,8.18,92.3,88.99,3.84,67.7,1,37.6,1,3,0,0,50.53,0,7.85,Good Standing,Low Risk
STU0339,Mechanical,3rd Year,Male,97.22,7.69,66.53,76.64,5.39,69.36,4,67.05,0,1,1,0,18.25,0,7.81,Good Standing,Low Risk
STU0340,Civil,2nd Year,Female,79.16,8.16,83.58,70.27,5.64,69.16,3,47.72,1,3,1,0,19.71,0,7.84,Good Standing,Low Risk
STU0341,CSE,4th Year,Female,74.87,8.23,85.51,71.59,2.73,100.0,2,45.35,0,1,1,2,34.06,0,7.93,Good Standing,Low Risk
STU0342,EEE,2nd Year,Female,80.28,6.53,57.61,58.93,5.59,64.54,6,85.98,3,2,2,3,38.14,2,6.56,Needs Attention,High Risk
STU0343,CSE,4th Year,Female,74.82,7.54,60.19,81.97,4.75,67.62,2,100.0,2,0,3,1,53.76,1,6.79,Needs Attention,Medium Risk
STU0344,Mechanical,4th Year,Male,82.41,9.8,83.89,61.82,3.18,54.7,6,90.46,0,2,1,2,28.7,0,8.04,Good Standing,Low Risk
STU0345,EEE,2nd Year,Female,79.24,8.59,70.89,69.53,2.5,61.77,6,30.84,1,4,1,0,29.08,0,7.58,Good Standing,Low Risk
STU0346,Mechanical,4th Year,Female,88.76,7.05,56.51,82.04,4.84,51.5,6,67.4,2,0,0,0,59.6,0,6.81,Needs Attention,Low Risk
STU0347,ECE,3rd Year,Female,76.11,6.96,64.36,71.15,6.43,55.03,6,61.15,2,1,1,0,20.5,1,6.32,Needs Attention,Medium Risk
STU0348,EEE,4th Year,Female,71.15,6.93,77.04,68.09,4.55,39.04,6,47.94,2,3,3,0,58.29,1,6.73,Needs Attention,Medium Risk
